Mints and references;Present day locality;Palm-tree evidence period barycenter;Palm-tree evidence period;Palm groves;Coinages;Date remains;Inflorescence;Leaves;Stems and charcoal;Pollen;Phytoliths;Texts and maps;Pottery;Wood paintings, papyri and scrolls;Jewelry, gold cups and seals;Rock and Wall painting and mosaic;Sculpture (stone, bronze and wood);References;Taxa;Latitude;Longitude;Altitude;a10
Pella, Tabaqat Fahl, Irbid Governorate, Jordan;Pella (Decapolis) 59;81 AD;81;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Pella (Decapolis) 59;P dactylifera;32,45000000;35,61666667;-187;-1870
Pella, Tabaqat Fahl, Irbid Governorate, Jordan;Pella (Decapolis) 59;96 AD;96;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Pella (Decapolis) 59;P dactylifera;32,45000000;35,61666667;-187;-1870
Philadelphia, Amman, Jordan;Philadelphia (Arabia Petraea) 46;125 AD;125;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Philadelphia (Arabia Petraea) 46;P dactylifera;31,93333333;35,93333333;817;8170
Phygela, Ku?adas?, Ayd?n Province, Turkey;Phygela (Ionia) 8, 29;350 BC;-350;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Phygela (Ionia) 8, 29;P dactylifera;37,85972222;27,25972222;5;50
Phygela, Ku?adas?, Ayd?n Province, Turkey;Phygela (Ionia) 8, 29;300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Phygela (Ionia) 8, 29;P dactylifera;37,85972222;27,25972222;5;50
Priansos, 11 Km S of Inatos, Arkalochori, Heraklio, Crete;Priansos (Crete) 8, 29-30;350 BC;-350;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Priansos (Crete) 8, 29-30;P theophrasti;34,98500000;25,28500000;300;3000
Priansos, 11 Km S of Inatos, Arkalochori, Heraklio, Crete;Priansos (Crete) 8, 29-30;300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Priansos (Crete) 8, 29-30;P theophrasti;34,98500000;25,28500000;300;3000
Priansos, 11 Km S of Inatos, Arkalochori, Heraklio, Crete;"Priansos (Crete) 8, 29-30 Priansion Palm-tree between rudder and dolphin; border of rays AE 7";200 BC;-200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Priansos (Crete) 8, 29-30;P theophrasti;34,98500000;25,28500000;300;3000
Pyranthus, Near Gortyn, Crete;Pyranthus (Crete) 8, 30;300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Pyranthus (Crete) 8, 30;P theophrasti;35,00000000;24,96666667;150;1500
Pyranthus, Near Gortyn, Crete;Pyranthus (Crete) 8, 30;110 BC;-110;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Pyranthus (Crete) 8, 30;P theophrasti;35,00000000;24,96666667;150;1500
Cartagena;Qart Hadašt (SE Spain) 8, 17, 30-31, 33, 37-38, 63-65;234 BC;-234;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Qart Hadašt (SE Spain) 8, 17, 30-31, 33, 37-38, 63-65;P dactylifera;37,58782778;-0,85470278;9;90
Cartagena;Qart Hadašt (SE Spain) 8, 17, 30-31, 33, 37-38, 63-65;210 BC;-210;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Qart Hadašt (SE Spain) 8, 17, 30-31, 33, 37-38, 63-65;P dactylifera;37,58782778;-0,85470278;9;90
"Israel; Palestine Authority";Roman Administration of Palestine8, 45;6 AD;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Roman Administration of Palestine8, 45;P dactylifera;32,50000000;34,90000000;100;1000
"Israel; Palestine Authority";Roman Administration of Palestine8, 45;135 AD;135;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Roman Administration of Palestine8, 45;P dactylifera;32,50000000;34,90000000;100;1000
Rome;RomeRoscius Fabatus;64 BC;-64;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Rome86;P dactylifera;41,91415278;12,51228333;21;210
Rome;RomeVespasian;71 AD;71;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;41,91415278;12,51228333;21;210
Rome;RomeTitus;80 AD;80;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;41,91415278;12,51228333;21;210
Rome;RomeNerva;97 AD;97;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;41,91415278;12,51228333;21;210
Rome;RomeSeverus Alexander;230 AD;230;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;41,91415278;12,51228333;21;210
Rome;RomeLucius Verus;165 AD;165;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;41,91415278;12,51228333;21;210
Rome;RomeCommodus;185 AD;185;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;41,91415278;12,51228333;21;210
Rome;Rome86;294 AD;294;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Rome86;P dactylifera;41,91415278;12,51228333;21;210
Ramallah;Samaria  60;375 BC;-375;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Samaria  60;P dactylifera;31,90555556;35,20000000;876;8760
Ramallah;Samaria  60;333 BC;-333;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Samaria  60;P dactylifera;31,90555556;35,20000000;876;8760
Sardinia, Italy;Sardinia 66-68;300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sardinia 66-68;P dactylifera;40,00000000;9,00000000;12;120
Sardinia, Italy;Sardinia 66-68;216 BC;-216;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sardinia 66-68;P dactylifera;40,00000000;9,00000000;12;120
Sardinia, Italy;Sardinia 66-68;264 BC;-264;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sardinia 66-68;P dactylifera;40,00000000;9,00000000;12;120
Sardinia, Italy;Sardinia 66-68;241 BC;-241;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sardinia 66-68;P dactylifera;40,00000000;9,00000000;12;120
Sardinia, Italy;Sardinia Vandals;440 AD;440;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;40,00000000;9,00000000;12;120
Karamenderes, province of Çanakkale, Turkey;Scamandria (Skamandreia) (Troas) 18, 8, 26;350 BC;-350;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Scamandria (Skamandreia) (Troas) 18, 8, 26;P dactylifera;40,00388889;26,22361111;10;100
Karamenderes, province of Çanakkale, Turkey;Scamandria (Skamandreia) (Troas) 18, 8, 26;300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Scamandria (Skamandreia) (Troas) 18, 8, 26;P dactylifera;40,00388889;26,22361111;10;100
Kur?unlutepe, near Bayramiç, Turkey;Scepsis or Skepsis (Troas) 1, 8, 25;450 BC;-450;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Scepsis or Skepsis (Troas) 1, 8, 25;P dactylifera;39,85277778;26,80361111;120;1200
Tyre, South, Lebanon;Seleucid Empire (Tyre and other Mints) 40-41;200 BC;-200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Seleucid Empire (Tyre and other Mints) 40-41;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Seleucid Empire (Tyre and other Mints) 40-41;123 BC;-123;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Seleucid Empire (Tyre and other Mints) 40-41;P dactylifera;32,92777778;35,08166667;5;50
Contessa Entellina, Palermo, Sicily, Italy;Sicily (Entella) 2, 11-12, 23, 32-33;410 BC;-410;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sicily (Entella) 2, 11-12, 23, 32-33;P dactylifera;37,72916667;13,18333333;537;5370
Contessa Entellina, Palermo, Sicily, Italy;Sicily (Entella) 2, 11-12, 23, 32-33;345 BC;-345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sicily (Entella) 2, 11-12, 23, 32-33;P dactylifera;37,72916667;13,18333333;537;5370
Contessa Entellina, Palermo, Sicily, Italy;Sicily (Entella) 2, 11-12, 23, 32-33;315 BC;-315;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sicily (Entella) 2, 11-12, 23, 32-33;P dactylifera;37,72916667;13,18333333;537;5370
Palermo, Sicily, Italy;Sicily (Guglielmo I) Frazione di Dirhem (Argento);1160 AD;1160;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;38,11583333;13,36027778;10;100
Palermo, Sicily, Italy;Sicily (Guglielmo II) Tercius apulieniss 16 mm Arg;1180 AD;1180;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;38,11583333;13,36027778;10;100
Palermo, Sicily, Italy;Sicily (Guglielmo II) 61Trifollaro;1188 AD;1188;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sicily (Guglielmo II) 61;P dactylifera;38,11583333;13,36027778;10;100
Sicily (general), Italy;Sicily (Zeugitana) 2, 8-9, 11-18,20- 23;410 BC;-410;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sicily (Zeugitana) 2, 8-9, 11-18,20- 23;P dactylifera;37,50000000;14,00000000;15;150
Sicily (general), Italy;Sicily (Zeugitana) 2, 8-9, 11-18,20- 23;300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sicily (Zeugitana) 2, 8-9, 11-18,20- 23;P dactylifera;37,50000000;14,00000000;15;150
Sicily (general), Italy;Sicily (Zeugitana) 2, 8-9, 11-18,20- 23;241 BC;-241;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sicily (Zeugitana) 2, 8-9, 11-18,20- 23;P dactylifera;37,50000000;14,00000000;15;150
La Bienvenida, Almodóvar del Campo (Ciudad Real, Spain);Sisapo81, 63, 65;150 BC;-150;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sisapo81, 63, 65;P dactylifera;38,64666667;-4,51750000;650;6500
La Bienvenida, Almodóvar del Campo (Ciudad Real, Spain);Sisapo81, 63, 65;100 BC;-100;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Sisapo81, 63, 65;P dactylifera;38,64666667;-4,51750000;650;6500
Izmir, Turkey;Smyrna (Ionia) 5, 29;280 BC;-280;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Smyrna (Ionia) 5, 29;P theophrasti;38,41694444;27,13083333;10;100
Izmir, Turkey;Smyrna (Ionia) 5, 29;190 BC;-190;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Smyrna (Ionia) 5, 29;P theophrasti;38,41694444;27,13083333;10;100
Syracuse, Sicily;Syracuse, Sicily Byzantine coinage of Basil I with a date palm tree, Doubtful locality;870 AD;870;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;37,07603611;15,28576111;27;270
Tíjola, Almería, Spain;Tagilit 63, 65;200 BC;-200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tagilit 63, 65;P dactylifera;37,34555556;-2,43666667;682;6820
Tíjola, Almería, Spain;Tagilit 63, 65;120 BC;-120;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tagilit 63, 65;P dactylifera;37,34555556;-2,43666667;682;6820
Tarraco;Tarragona, Coinage of Tiberius with shrine and, above a young date palm with five leaves;20 AD;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Ruiz de Arbulo 2009;P dactylifera;41,11250000;1,25444444;18;180
Tinos, Cyclades, Greece;Tenos (Tinos) (Cyclades) 8;300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tenos (Tinos) (Cyclades) 8;P dactylifera;37,53333333;25,16666667;40;400
Tinos, Cyclades, Greece;Tenos (Tinos) (Cyclades) 8;166 BC;-166;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tenos (Tinos) (Cyclades) 8;P dactylifera;37,53333333;25,16666667;40;400
Thrace, Anchialus;Thrace Septimius Severus;200 AD;200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P theophrasti;42,56833333;27,61666667;4;40
Tiryns, Some kilometres north of Nauplion, Argolis, in the Peloponnese, Greece,;Tiryns (Argolis) 8, 27-28;421 BC;-421;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tiryns (Argolis) 8, 27-28;P theophrasti;37,59944444;22,79972222;6;60
Tiryns, Some kilometres north of Nauplion, Argolis, in the Peloponnese, Greece,;Tiryns (Argolis) 8, 27-28;370 BC;-370;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tiryns (Argolis) 8, 27-28;P theophrasti;37,59944444;22,79972222;6;60
Tiryns, Some kilometres north of Nauplion, Argolis, in the Peloponnese, Greece,;Tiryns (Argolis) 8, 27-28;300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tiryns (Argolis) 8, 27-28;P theophrasti;37,59944444;22,79972222;6;60
Tomis, Thrace;Tomis, Thrace Titus;80 AD;80;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;44,18138889;28,65250000;36;360
Tyre, South, Lebanon;Tyre (Phoenicia) Julia Maesa;219 AD;219;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Aquilia Severa;220 AD;220;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Diadumenian;217 AD;217;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Macrinus;218 AD;218;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Elagabalus;221 AD;221;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Salonina Augusta;260 AD;260;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Alexander I Balas;148 BC;-148;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Alexander II Zebinas;125 BC;-125;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Antiochus III, Molon revolt;220 BC;-220;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Antiochus III, Dilepta;200 BC;-200;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Antiochus IV;170 BC;-170;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Demetrios I Soter;158 BC;-158;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Demetrios II Nikator;128 BC;-128;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Volusianus;253 AD;253;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Trebonianus Gallus;252 AD;252;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Gordian III;240 AD;240;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Autonomous;65 BC;-65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) Melqarth;121 BC;-121;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Coins;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) 4, 8, 43;107 AD;107;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tyre (Phoenicia) 4, 8, 43;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) 4, 8, 43;121 AD;121;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tyre (Phoenicia) 4, 8, 43;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) 4, 8, 43;126 BC;-126;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tyre (Phoenicia) 4, 8, 43;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) 4, 8, 43;50 BC;-50;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tyre (Phoenicia) 4, 8, 43;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) 4, 8, 43;57 AD;57;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tyre (Phoenicia) 4, 8, 43;P dactylifera;32,92777778;35,08166667;5;50
Tyre, South, Lebanon;Tyre (Phoenicia) 4, 8, 43;78 AD;78;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Tyre (Phoenicia) 4, 8, 43;P dactylifera;32,92777778;35,08166667;5;50
Ramallah;Umayyad (al-Ramla) 49;692 AD;692;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Umayyad (al-Ramla) 49;P dactylifera;31,90555556;35,20000000;876;8760
Ramallah;Umayyad (al-Ramla) 49;750 AD;750;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Umayyad (al-Ramla) 49;P dactylifera;31,90555556;35,20000000;876;8760
Damascus, Syria;Umayyad (Dimashq) 49;692 AD;692;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Umayyad (Dimashq) 49;P dactylifera;33,51305556;36,29194444;703;7030
Damascus, Syria;Umayyad (Dimashq) 49;750 AD;750;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Umayyad (Dimashq) 49;P dactylifera;33,51305556;36,29194444;703;7030
Velia, Lucania;"Velia, LUCANIA, AR, Didrachm, 300-280 BC, 7,26 g, O: Head of Athena left, wearing winged and crested Attic helmet; P above visor; ? below chin, R: Lion walking left; palm tree behind; above ? ? ? flanking palm, Y????[??] in ex, Williams 490 (O244/R345) SNG ANS 1383";300 BC;-300;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Velia, Lucania;P dactylifera;40,16083333;15,15500000;45;450
Velia, Lucania;"Velia, LUCANIA, AR, Didrachm, 300-280 BC, 7,26 g, O: Head of Athena left, wearing winged and crested Attic helmet; P above visor; ? below chin, R: Lion walking left; palm tree behind; above ? ? ? flanking palm, Y????[??] in ex, Williams 490 (O244/R345) SNG ANS 1383";280 BC;-280;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Velia, Lucania;P dactylifera;40,16083333;15,15500000;45;450
Baños de Alhamilla (SP 1);Phoenix iberica – P, dactylifera, scattered individuals and clumps below the Baños de Alhamilla along a shallow gully, abandoned, escaped, naturalized or wild (Dana et al, 2009), ES000045 (Sierra de Alhamilla);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;36,95944444;-2,39777778;400;4000
Cala de los Toros (SP 2);Phoenix iberica – P, dactylifera, scattered individuals and clumps along 100 m of a shallow gully, to the beach, 20, escaped, naturalized or wild (Dana et al, 2009) ES0000046 (Cabo de Gata – Níjar);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;36,82194444;-2,04305556;20;200
Isleta del Moro (SP 3);Phoenix iberica – P, dactylifera, scattered individuals and clumps along 300 m of a shallow gully, to the beach, 50 abandoned, escaped, naturalized or wild (Dana et al, 2009) ES0000046 (Cabo de Gata – Níjar);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;36,82000000;-2,04972222;25;250
Salinas del Cabo de Gata (SP 4);Phoenix dactylifera, clumps and scattered individuals along 300 m of a flat salt pan, to the beach, 50 abandoned, escaped, naturalized or wild ES0000046 (Cabo de Gata – Níjar);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P dactylifera;36,77611111;-2,23611111;2,5;25
Río de Aguas (SP 5);Phoenix iberica – P, dactylifera, 10 abandoned, escaped, ES6110002 (Karst en Yesos de Sorbas), and? ES611005 (Sierra de Cabrera-Bédar));2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;37,09055556;-2,07472222;280;2800
Dunas de Guardamar (SP 6);Phoenix iberica – P, dactylifera, forestall plantation with Pinus pinea to retain sand dunes along 12 000 m of coast, between Torrevieja and Guardamar del Segura and between Guardamar and la Marina, 500 abandoned, escaped, naturalized or wild, ES5213025 (Dunes de Guardamar);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,04416667;-0,63638889;5;50
Camino de la Senyeta;Phoenix iberica – P, dactylifera, palm grove resulting of abandoned nursery, 100 escaped and abandoned,;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,26666667;-0,53166667;5;50
Camino de los Arenales;Phoenix iberica – P, dactylifera, palm grove resulting of abandoned nursery, 200 escaped and abandoned,;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,25000000;-0,47805556;4;40
El Hondo de Crevillente (SP 7);Phoenix iberica – P, dactylifera, 20 scattered individuals, abandoned or escaped, surrounded of date palm plantations with over 100 000 individuals, ES0000058 ZEC (El Fondo d’Elx-Crevillent);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,16555556;-0,70277778;7;70
Vinalopó River above Elche (SP 8);Phoenix iberica – P, dactylifera, scattered individuals and clumps along 12 000 m in a shallow gully and river, to Elche dam and far N, occasionally with female Populus euphratica individuals, 50 escaped, naturalized or wild, CV-29 (El Vinalopó Mitjà/El Vinalopó Medio);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,29277778;-0,70777778;100;1000
Barranco de Sant Antoni (SP 9);Phoenix iberica – P, dactylifera, scattered individuals, Phoenix iberica, 5 specimens on a subsaline ouadi 100 x 15 m, Surrounding this small population, 10-15 cultivated specimens with apparent hybridization traits (towards P, dactylifera),;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,30083333;-0,67166667;133;1330
Palmeral de Elche (SP 10);Phoenix iberica – P, dactylifera, palm groves along 1 200 x 600 m with fields, 60 000 cultivated and abandoned, Protected Site by Generalitat Valenciana's Special Law 1/1986 (Generalidad Valenciana 1986),;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,27333333;-0,69777778;87;870
Palmeral de San Antón (SP 11);Phoenix iberica – P, dactylifera, palm groves and scattered clumps along 1 100 x 600 m of fields, 9 000 cultivated and abandoned;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,09805556;-0,93833333;24;240
Charca del Cabezo de San Isidro (SP 12);Phoenix iberica – P, dactylifera, scattered in a small lagoon and brackish water source, 20 escaped, surrounded by date palm plantations with thousands of individuals;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;36,16416667;-0,83694444;10;100
La Mata;Phoenix iberica – P, dactylifera, palm groves and scattered clumps along 200 x 400 m of fields and sand banks, 200 cultivated, escaped and abandoned;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,03333333;-0,66333333;3;30
Rambla de Ajauque (SP 13);Phoenix iberica – P, dactylifera, scattered individuals and clumps along 3 200 m in a rambla, 100, abandoned, escaped, naturalized or wild, ES0000195 –ZEPA and ES6200005 - LIC (Humedal del Ajauque y Rambla Salada);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,23250000;-1,08944444;200;2000
Río Chícamo (SP 14);Phoenix iberica – P, dactylifera, scattered individuals and clumps along 12 000 m in a rambla and affluents, 500 abandoned, escaped and wild, ES6200028 (Río Chícamo);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,26277778;-1,00000000;270;2700
El Tollé (SP 14);Phoenix iberica – P, dactylifera, scattered individuals along a shallow gully, with female Populus euphratica Oliv,, individuals, 30 escaped, naturalized or wild (Ruiz 2015),;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,24583333;-1,03388889;245;2450
Rambla de Mola;Phoenix dactylifera, Subspontaneous, One single palm tree;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P dactylifera;38,21666667;-1,36527778;201;2010
Barranco de Almadenes;Phoenix iberica – P, dactylifera, Subspontaneous, One single palm tree in a marshy riverbank,;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;38,23333333;-1,26666667;217;2170
Barranco del Moro;Phoenix dactylifera, One single clump of palms on the slope above a rambla, 8 escaped or abandoned, Scattered palms on abandoned fields, 15 abandoned,;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P dactylifera;37,58333333;-0,81666667;90;900
El Cañar;Phoenix dactylifera, Scattered palms on abandoned fields, 5 abandoned,;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P dactylifera;37,58333333;-1,16666667;132;1320
El Gorguel (SP 16);"Phoenix iberica – P, dactylifera, naturalized along 1 200 m in the margins of a wide gorge and climbing on the slopes, 60 near ruins; the specimens on the bay clearly associated with settlements, abandoned, escaped and wild, ES6200025 - LIC (Sierra de la Fausilla)";2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;37,57805556;-0,87944444;15;150
El Palmeral – Los Urrutias;Phoenix dactylifera, Scattered palms on abandoned fields, 15 escaped or abandoned,;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P dactylifera;37,66666667;-0,83333333;7;70
La Fausilla (SP 17);Phoenix iberica – P, dactylifera, isolated individuals, 3 escaped ES0000199 - ZEPA and ES6200025 - LIC (Sierra de la Fausilla);2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P iberica;37,55000000;-0,91666667;30;300
Los Camachos;Phoenix dactylifera, Scattered palms on abandoned fields, 10 escaped or abandoned,;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P dactylifera;37,63333333;-0,91666667;44;440
Miramar;Phoenix dactylifera, Remains of a palm grove on abandoned fields, 50 escaped or abandoned,;2009 AD;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Obón et al, 2018;P dactylifera;37,65000000;-0,81666667;5;50
